discipline,performance,wind,competitor,date_of_birth,country,venue,gender,date,year,record_type,is_indoor,pending_ratification,mixed_gender_race,women_only_race,venue_country,venue_city,venue_country_official_name,venue_country_region,venue_country_subregion,venue_country_latitude,venue_country_longitude,comp_country_official_name,comp_country_region,comp_country_subregion,comp_country_latitude,comp_country_longitude
Sprint Medley 1000m,2:03.42,,Jamaica U18,,JAM,Lille (FRA),M,2011-07-10,2011,U18 World Best Performances,False,False,False,False,FRA,Lille,French Republic,Europe,Western Europe,46.0,2.0,Jamaica,Americas,Caribbean,18.25,-77.5
5000 Metres Short Track,12:53.29,,Isiah Kiplangat KOECH,1993-12-19,KEN,Düsseldorf (GER) (i),W,2011-02-11,2011,World U20 Records,True,False,False,False,GER,Düsseldorf,Federal Republic of Germany,Europe,Western Europe,51.0,9.0,Republic of Kenya,Africa,Eastern Africa,1.0,38.0
400 Metres Short Track,44.80,,Kirani JAMES,1992-09-01,GRN,"Fayetteville, AR (USA) (i)",W,2011-02-27,2011,World U20 Records,True,False,False,False,USA,"Fayetteville, AR",United States of America,Americas,North America,38.0,-97.0,Grenada,Americas,Caribbean,12.11666666,-61.66666666
Half Marathon,1:07:11,,Kimberley SMITH,1981-11-19,NZL,"Philadelphia, PA (USA)",M,2011-09-18,2011,Oceanian Records,False,False,False,False,USA,"Philadelphia, PA",United States of America,Americas,North America,38.0,-97.0,New Zealand,Oceania,Australia and New Zealand,-41.0,174.0
Long Jump,8.54,+1.7,Mitchell WATT,1988-03-25,AUS,"Olympiastadion, Stockholm (SWE)",M,2011-07-29,2011,Oceanian Records,False,False,False,False,SWE,"Olympiastadion, Stockholm",Kingdom of Sweden,Europe,Northern Europe,62.0,15.0,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
"50,000 Metres Race Walk",3:35:27.2h,,Yohann DINIZ,1978-01-01,FRA,Reims (FRA),W,2011-03-12,2011,European Records,False,False,False,False,FRA,Reims,French Republic,Europe,Western Europe,46.0,2.0,French Republic,Europe,Western Europe,46.0,2.0
4x400 Metres Relay,3:26.68,,BM&F Bovespa,,BRA,São Paulo (BRA),W,2011-08-07,2011,South American Records,False,False,False,False,BRA,São Paulo,Federative Republic of Brazil,Americas,South America,-10.0,-55.0,Federative Republic of Brazil,Americas,South America,-10.0,-55.0
Hammer Throw (6kg),85.57,,Ashraf ELSEIFY,1995-02-20,QAT,"Estadio Olímpico, Barcelona (ESP)",W,2012-07-14,2012,World U20 Championships Records,False,False,False,False,ESP,"Estadio Olímpico, Barcelona",Kingdom of Spain,Europe,Southern Europe,40.0,-4.0,State of Qatar,Asia,Western Asia,25.5,51.25
800 Metres,1:40.91,,David RUDISHA,1988-12-17,KEN,"Olympic Stadium, London (GBR)",M,2012-08-09,2012,Olympic Games Records,False,False,False,False,GBR,"Olympic Stadium, London",,,,,,Republic of Kenya,Africa,Eastern Africa,1.0,38.0
Marathon,2:23:07,,Tiki GELANA,1987-10-22,ETH,"Olympic Stadium, London (GBR)",W,2012-08-05,2012,Olympic Games Records,False,False,False,False,GBR,"Olympic Stadium, London",,,,,,Federal Democratic Republic of Ethiopia,Africa,Eastern Africa,8.0,38.0
1000 Metres Short Track,2:23.63,,Curtis BEACH,1990-07-22,USA,"Nampa, ID (USA) (i)",W,2012-03-10,2012,Combined Best Performances,True,False,False,False,USA,"Nampa, ID",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
800 Metres,1:40.91,,David RUDISHA,1988-12-17,KEN,"Olympic Stadium, London (GBR)",W,2012-08-09,2012,Olympic Games Records,False,False,False,False,GBR,"Olympic Stadium, London",,,,,,Republic of Kenya,Africa,Eastern Africa,1.0,38.0
Javelin Throw,60.90,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,"Stade Pierre Paul Bernard, Talence (FRA)",W,2012-09-16,2012,Combined Best Performances,False,False,False,False,FRA,"Stade Pierre Paul Bernard, Talence",French Republic,Europe,Western Europe,46.0,2.0,Czech Republic,Europe,Central Europe,49.75,15.5
4x100 Metres Relay,36.84,,Jamaica,,JAM,"Olympic Stadium, London (GBR)",W,2012-08-11,2012,Nacac Records,False,False,False,False,GBR,"Olympic Stadium, London",,,,,,Jamaica,Americas,Caribbean,18.25,-77.5
100 Metres,9.63,+1.5,Usain BOLT,1986-08-21,JAM,"Olympic Stadium, London (GBR)",M,2012-08-05,2012,Olympic Games Records,False,False,False,False,GBR,"Olympic Stadium, London",,,,,,Jamaica,Americas,Caribbean,18.25,-77.5
4x100 Metres Relay,40.82,,United States,,USA,"Olympic Stadium, London (GBR)",M,2012-08-10,2012,Olympic Games Records,False,False,False,False,GBR,"Olympic Stadium, London",,,,,,United States of America,Americas,North America,38.0,-97.0
High Jump,2.30,,Aleksandr SHUSTOV,1984-06-29,RUS,Belgorod (RUS) (i),W,2012-02-27,2012,Combined Best Performances,True,False,False,False,RUS,Belgorod,Russian Federation,Europe,Eastern Europe,60.0,100.0,Russian Federation,Europe,Eastern Europe,60.0,100.0
60 Metres Hurdles,7.91,,Jessica ENNIS-HILL,1986-01-28,GBR,"Ataköy Arena, Istanbul (TUR) (i)",M,2012-03-09,2012,Combined Best Performances,True,False,False,False,TUR,"Ataköy Arena, Istanbul",Republic of Turkey,Asia,Western Asia,39.0,35.0,,,,,
Javelin Throw,60.90,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,"Stade Pierre Paul Bernard, Talence (FRA)",M,2012-09-16,2012,Combined Best Performances,False,False,False,False,FRA,"Stade Pierre Paul Bernard, Talence",French Republic,Europe,Western Europe,46.0,2.0,Czech Republic,Europe,Central Europe,49.75,15.5
800 Metres,1:41.73,,Nijel AMOS,1994-03-15,BOT,"Olympic Stadium, London (GBR)",M,2012-08-09,2012,World U20 Records,False,False,False,False,GBR,"Olympic Stadium, London",,,,,,Republic of Botswana,Africa,Southern Africa,-22.0,24.0
