discipline,performance,wind,competitor,date_of_birth,country,venue,gender,date,year,record_type,is_indoor,pending_ratification,mixed_gender_race,women_only_race,venue_country,venue_city,venue_country_official_name,venue_country_region,venue_country_subregion,venue_country_latitude,venue_country_longitude,comp_country_official_name,comp_country_region,comp_country_subregion,comp_country_latitude,comp_country_longitude
4x400 Metres Relay Mixed,3:17.00,,Australia,,AUS,"Performance Centre, Gold Coast (AUS)",W,2021-06-12,2021,Oceanian Records,False,False,False,False,AUS,"Performance Centre, Gold Coast",Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
110 Metres Hurdles (99.0cm),12.72,+1.0,Sasha ZHOYA,2002-06-25,FRA,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",M,2021-08-21,2021,World U20 Records,False,False,False,False,KEN,"Moi International Sports Centre, Kasarani, Nairobi",Republic of Kenya,Africa,Eastern Africa,1.0,38.0,French Republic,Europe,Western Europe,46.0,2.0
100 Metres,9.83,+0.9,Bingtian SU,1989-08-29,CHN,"National Stadium, Tokyo (JPN)",M,2021-08-01,2021,Asian Records,False,False,False,False,JPN,"National Stadium, Tokyo",Japan,Asia,Eastern Asia,36.0,138.0,People's Republic of China,Asia,Eastern Asia,35.0,105.0
High Jump,2.00,,Nadezhda DUBOVITSKAYA,1998-03-12,KAZ,"Central Stadium, Almaty (KAZ)",W,2021-06-08,2021,Asian Records,False,False,False,False,KAZ,"Central Stadium, Almaty",Republic of Kazakhstan,Asia,Central Asia,48.0196,66.9237,Republic of Kazakhstan,Asia,Central Asia,48.0196,66.9237
110 Metres Hurdles (99.0cm),12.72,+1.0,Sasha ZHOYA,2002-06-25,FRA,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",M,2021-08-21,2021,World U20 Championships Records,False,False,False,False,KEN,"Moi International Sports Centre, Kasarani, Nairobi",Republic of Kenya,Africa,Eastern Africa,1.0,38.0,French Republic,Europe,Western Europe,46.0,2.0
2000 Metres,5:21.56,,Francine NIYONSABA,1993-05-05,BDI,"Sports Park Mladost, Zagreb (CRO)",W,2021-09-14,2021,World Records,False,False,False,False,CRO,"Sports Park Mladost, Zagreb",Republic of Croatia,Europe,Southeast Europe,45.16666666,15.5,Republic of Burundi,Africa,Eastern Africa,-3.5,30.0
4x200 Metres Relay,1:20.83,,Guangdong,,CHN,Xi'an (CHN),M,2021-09-23,2021,Asian Records,False,False,False,False,CHN,Xi'an,People's Republic of China,Asia,Eastern Asia,35.0,105.0,People's Republic of China,Asia,Eastern Asia,35.0,105.0
Heptathlon,6346,,Evelis AGUILAR,1993-01-03,COL,Ibagué (COL),M,2021-03-14,2021,South American Records,False,False,False,False,COL,Ibagué,Republic of Colombia,Americas,South America,4.0,-72.0,Republic of Colombia,Americas,South America,4.0,-72.0
Triple Jump,15.67,+0.7,Yulimar ROJAS,1995-10-21,VEN,"National Stadium, Tokyo (JPN)",M,2021-08-01,2021,Olympic Games Records,False,False,False,False,JPN,"National Stadium, Tokyo",Japan,Asia,Eastern Asia,36.0,138.0,Bolivarian Republic of Venezuela,Americas,South America,8.0,-66.0
100 Metres,9.80,+0.1,Lamont Marcell JACOBS,1994-09-26,ITA,"National Stadium, Tokyo (JPN)",M,2021-08-01,2021,European Records,False,False,False,False,JPN,"National Stadium, Tokyo",Japan,Asia,Eastern Asia,36.0,138.0,Italian Republic,Europe,Southern Europe,42.83333333,12.83333333
100 Metres,11.86,+4.6,Jordan GRAY,1995-12-28,USA,"College of San Mateo, San Mateo, CA (USA)",W,2021-08-21,2021,Combined Best Performances,False,False,False,False,USA,"College of San Mateo, San Mateo, CA",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
4x400 Metres Relay Mixed,3:17.00,,Australia,,AUS,"Performance Centre, Gold Coast (AUS)",M,2021-06-12,2021,Oceanian Records,False,False,False,False,AUS,"Performance Centre, Gold Coast",Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
5 Kilometres Road,14:29 Wo,,Senbere TEFERI,1995-05-03,ETH,Herzogenaurach (GER),W,2021-09-12,2021,World Records,False,,False,True,GER,Herzogenaurach,Federal Republic of Germany,Europe,Western Europe,51.0,9.0,Federal Democratic Republic of Ethiopia,Africa,Eastern Africa,8.0,38.0
"10,000 Metres",29:06.82,,Sifan HASSAN,1993-01-01,NED,"FBK Stadium, Hengelo (NED)",M,2021-06-06,2021,European Records,False,False,False,False,NED,"FBK Stadium, Hengelo",Kingdom of the Netherlands,Europe,Western Europe,52.5,5.75,Kingdom of the Netherlands,Europe,Western Europe,52.5,5.75
100 Metres,11.86,+4.6,Jordan GRAY,1995-12-28,USA,"College of San Mateo, San Mateo, CA (USA)",M,2021-08-21,2021,Combined Best Performances,False,False,False,False,USA,"College of San Mateo, San Mateo, CA",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
400 Metres Hurdles,45.94,,Karsten WARHOLM,1996-02-28,NOR,"National Stadium, Tokyo (JPN)",M,2021-08-03,2021,World Records,False,False,False,False,JPN,"National Stadium, Tokyo",Japan,Asia,Eastern Asia,36.0,138.0,Kingdom of Norway,Europe,Northern Europe,62.0,10.0
800 Metres Short Track,1:58.40,,Athing MU,2002-06-08,USA,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",W,2021-02-27,2021,World U20 Records,True,False,False,False,USA,"Randal Tyson Indoor Center, Fayetteville, AR",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
1500 Metres,3:53.11,,Faith KIPYEGON,1994-01-10,KEN,"National Stadium, Tokyo (JPN)",M,2021-08-06,2021,Olympic Games Records,False,False,False,False,JPN,"National Stadium, Tokyo",Japan,Asia,Eastern Asia,36.0,138.0,Republic of Kenya,Africa,Eastern Africa,1.0,38.0
Pole Vault,3.91,,Jordan GRAY,1995-12-28,USA,"College of San Mateo, San Mateo, CA (USA)",W,2021-08-22,2021,Combined Best Performances,False,False,False,False,USA,"College of San Mateo, San Mateo, CA",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
200 Metres,21.81,+0.8,Christine MBOMA,2003-05-22,NAM,"National Stadium, Tokyo (JPN)",W,2021-08-03,2021,World U20 Records,False,False,False,False,JPN,"National Stadium, Tokyo",Japan,Asia,Eastern Asia,36.0,138.0,Republic of Namibia,Africa,Southern Africa,-22.0,17.0
Hammer Throw,71.64,,Silja KOSONEN,2002-12-16,FIN,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",M,2021-08-21,2021,World U20 Championships Records,False,False,False,False,KEN,"Moi International Sports Centre, Kasarani, Nairobi",Republic of Kenya,Africa,Eastern Africa,1.0,38.0,Republic of Finland,Europe,Northern Europe,64.0,26.0
400 Metres Hurdles,45.94,,Karsten WARHOLM,1996-02-28,NOR,"National Stadium, Tokyo (JPN)",M,2021-08-03,2021,Olympic Games Records,False,False,False,False,JPN,"National Stadium, Tokyo",Japan,Asia,Eastern Asia,36.0,138.0,Kingdom of Norway,Europe,Northern Europe,62.0,10.0
Decathlon,8649,,Ashley MOLONEY,2000-03-13,AUS,"National Stadium, Tokyo (JPN)",M,2021-08-05,2021,Oceanian Records,False,False,False,False,JPN,"National Stadium, Tokyo",Japan,Asia,Eastern Asia,36.0,138.0,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
Marathon,2:03:36,,Bashir ABDI,1989-02-10,BEL,Rotterdam (NED),M,2021-10-24,2021,European Records,False,False,False,False,NED,Rotterdam,Kingdom of the Netherlands,Europe,Western Europe,52.5,5.75,Kingdom of Belgium,Europe,Western Europe,50.83333333,4.0
"10,000 Metres",29:01.03,,Letesenbet GIDEY,1998-03-20,ETH,"FBK Stadium, Hengelo (NED)",W,2021-06-08,2021,World Records,False,False,False,False,NED,"FBK Stadium, Hengelo",Kingdom of the Netherlands,Europe,Western Europe,52.5,5.75,Federal Democratic Republic of Ethiopia,Africa,Eastern Africa,8.0,38.0
110 Metres Hurdles,13.36,+0.9,Damian WARNER,1989-11-04,CAN,"Mösle-Stadium, Götzis (AUT)",W,2021-05-30,2021,Combined Best Performances,False,False,False,False,AUT,"Mösle-Stadium, Götzis",Republic of Austria,Europe,Central Europe,47.33333333,13.33333333,Canada,Americas,North America,60.0,-95.0
4x400 Metres Relay Mixed,3:09.87,,Poland,,POL,"National Stadium, Tokyo (JPN)",M,2021-07-31,2021,European Records,False,False,False,False,JPN,"National Stadium, Tokyo",Japan,Asia,Eastern Asia,36.0,138.0,Republic of Poland,Europe,Central Europe,52.0,20.0
1500 Metres,3:28.32,,Jakob INGEBRIGTSEN,2000-09-19,NOR,"National Stadium, Tokyo (JPN)",M,2021-08-07,2021,Olympic Games Records,False,False,False,False,JPN,"National Stadium, Tokyo",Japan,Asia,Eastern Asia,36.0,138.0,Kingdom of Norway,Europe,Northern Europe,62.0,10.0
5 Kilometres Road,12:49,,Berihu AREGAWI,2001-02-28,ETH,Barcelona (ESP),M,2021-12-31,2021,World Records,False,False,False,False,ESP,Barcelona,Kingdom of Spain,Europe,Southern Europe,40.0,-4.0,Federal Democratic Republic of Ethiopia,Africa,Eastern Africa,8.0,38.0
4x200 Metres Relay,1:20.83,,Shandong,,CHN,Xi'an (CHN),M,2021-09-23,2021,Asian Records,False,False,False,False,CHN,Xi'an,People's Republic of China,Asia,Eastern Asia,35.0,105.0,People's Republic of China,Asia,Eastern Asia,35.0,105.0
60 Metres Hurdles,7.92,,Ackera NUGENT,2002-04-29,JAM,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",W,2021-03-13,2021,World U20 Records,True,False,False,False,USA,"Randal Tyson Indoor Center, Fayetteville, AR",United States of America,Americas,North America,38.0,-97.0,Jamaica,Americas,Caribbean,18.25,-77.5
10 Kilometres Road,30:01 Wo,,Agnes Jebet TIROP,1995-10-23,KEN,Herzogenaurach (GER),W,2021-09-12,2021,World Records,False,,False,True,GER,Herzogenaurach,Federal Republic of Germany,Europe,Western Europe,51.0,9.0,Republic of Kenya,Africa,Eastern Africa,1.0,38.0
"20,000 Metres Race Walk",1:20:13.7h,,Caio BONFIM,1991-03-19,BRA,Bragança Paulista (BRA),W,2021-04-25,2021,South American Records,False,False,False,False,BRA,Bragança Paulista,Federative Republic of Brazil,Americas,South America,-10.0,-55.0,Federative Republic of Brazil,Americas,South America,-10.0,-55.0
110 Metres Hurdles (99.0cm),12.72,+1.0,Sasha ZHOYA,2002-06-25,FRA,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",W,2021-08-21,2021,World U20 Records,False,False,False,False,KEN,"Moi International Sports Centre, Kasarani, Nairobi",Republic of Kenya,Africa,Eastern Africa,1.0,38.0,French Republic,Europe,Western Europe,46.0,2.0
Marathon,2:03:36,,Bashir ABDI,1989-02-10,BEL,Rotterdam (NED),W,2021-10-24,2021,European Records,False,False,False,False,NED,Rotterdam,Kingdom of the Netherlands,Europe,Western Europe,52.5,5.75,Kingdom of Belgium,Europe,Western Europe,50.83333333,4.0
Decathlon,9018,,Damian WARNER,1989-11-04,CAN,"National Stadium, Tokyo (JPN)",M,2021-08-05,2021,Olympic Games Records,False,False,False,False,JPN,"National Stadium, Tokyo",Japan,Asia,Eastern Asia,36.0,138.0,Canada,Americas,North America,60.0,-95.0
400 Metres Hurdles,45.94,,Karsten WARHOLM,1996-02-28,NOR,"National Stadium, Tokyo (JPN)",M,2021-08-03,2021,European Records,False,False,False,False,JPN,"National Stadium, Tokyo",Japan,Asia,Eastern Asia,36.0,138.0,Kingdom of Norway,Europe,Northern Europe,62.0,10.0
110 Metres Hurdles,13.36,+0.9,Damian WARNER,1989-11-04,CAN,"Mösle-Stadium, Götzis (AUT)",M,2021-05-30,2021,Combined Best Performances,False,False,False,False,AUT,"Mösle-Stadium, Götzis",Republic of Austria,Europe,Central Europe,47.33333333,13.33333333,Canada,Americas,North America,60.0,-95.0
1500 Metres Short Track,3:53.09,,Gudaf TSEGAY,1997-01-23,ETH,"Arena Stade Couvert, Liévin (FRA) (i)",W,2021-02-09,2021,World Records,True,False,False,False,FRA,"Arena Stade Couvert, Liévin",French Republic,Europe,Western Europe,46.0,2.0,Federal Democratic Republic of Ethiopia,Africa,Eastern Africa,8.0,38.0
100 Metres Hurdles,12.26,-0.2,Jasmine CAMACHO-QUINN,1996-08-21,PUR,"National Stadium, Tokyo (JPN)",M,2021-08-01,2021,Olympic Games Records,False,False,False,False,JPN,"National Stadium, Tokyo",Japan,Asia,Eastern Asia,36.0,138.0,Commonwealth of Puerto Rico,Americas,Caribbean,18.25,-66.5
Shot Put,23.30,,Ryan CROUSER,1992-12-18,USA,"National Stadium, Tokyo (JPN)",M,2021-08-05,2021,Olympic Games Records,False,False,False,False,JPN,"National Stadium, Tokyo",Japan,Asia,Eastern Asia,36.0,138.0,United States of America,Americas,North America,38.0,-97.0
5 Kilometres Road,14:19  Mx,,Ejgayehu TAYE,2000-02-10,ETH,Barcelona (ESP),W,2021-12-31,2021,World Records,False,,True,False,ESP,Barcelona,Kingdom of Spain,Europe,Southern Europe,40.0,-4.0,Federal Democratic Republic of Ethiopia,Africa,Eastern Africa,8.0,38.0
3000 Metres,7:42.09,,Tadese WORKU,2002-01-20,ETH,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",M,2021-08-18,2021,World U20 Championships Records,False,False,False,False,KEN,"Moi International Sports Centre, Kasarani, Nairobi",Republic of Kenya,Africa,Eastern Africa,1.0,38.0,Federal Democratic Republic of Ethiopia,Africa,Eastern Africa,8.0,38.0
Pole Vault,3.91,,Jordan GRAY,1995-12-28,USA,"College of San Mateo, San Mateo, CA (USA)",M,2021-08-22,2021,Combined Best Performances,False,False,False,False,USA,"College of San Mateo, San Mateo, CA",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
800 Metres,1:43.76,,Emmanuel WANYONYI,2004-08-01,KEN,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",M,2021-08-22,2021,World U20 Championships Records,False,False,False,False,KEN,"Moi International Sports Centre, Kasarani, Nairobi",Republic of Kenya,Africa,Eastern Africa,1.0,38.0,Republic of Kenya,Africa,Eastern Africa,1.0,38.0
60 Metres Hurdles,7.29,,Grant HOLLOWAY,1997-11-19,USA,"Gallur, Madrid (ESP) (i)",M,2021-02-24,2021,World Records,True,False,False,False,ESP,"Gallur, Madrid",Kingdom of Spain,Europe,Southern Europe,40.0,-4.0,United States of America,Americas,North America,38.0,-97.0
4x400 Metres Relay Mixed,3:09.87,,Poland,,POL,"National Stadium, Tokyo (JPN)",W,2021-07-31,2021,European Records,False,False,False,False,JPN,"National Stadium, Tokyo",Japan,Asia,Eastern Asia,36.0,138.0,Republic of Poland,Europe,Central Europe,52.0,20.0
400 Metres,44.58,,Anthony PESELA,2002-06-12,BOT,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",M,2021-08-21,2021,World U20 Championships Records,False,False,False,False,KEN,"Moi International Sports Centre, Kasarani, Nairobi",Republic of Kenya,Africa,Eastern Africa,1.0,38.0,Republic of Botswana,Africa,Southern Africa,-22.0,24.0
Hammer Throw,73.43,,Silja KOSONEN,2002-12-16,FIN,"Kaarlen kenttä, Vaasa (FIN)",W,2021-06-28,2021,World U20 Records,False,False,False,False,FIN,"Kaarlen kenttä, Vaasa",Republic of Finland,Europe,Northern Europe,64.0,26.0,Republic of Finland,Europe,Northern Europe,64.0,26.0
300 Metres Hurdles,33.26,,Karsten WARHOLM,1996-02-28,NOR,"Bislett Stadion, Oslo (NOR)",M,2021-06-04,2021,World Best Performances,False,False,False,False,NOR,"Bislett Stadion, Oslo",Kingdom of Norway,Europe,Northern Europe,62.0,10.0,Kingdom of Norway,Europe,Northern Europe,62.0,10.0
Half Marathon,57:31,,Jacob KIPLIMO,2000-11-14,UGA,Lisboa (POR),M,2021-11-21,2021,World Records,False,False,False,False,POR,Lisboa,Portuguese Republic,Europe,Southern Europe,39.5,-8.0,Republic of Uganda,Africa,Eastern Africa,1.0,32.0
400 Metres,43.93,,Anthony José ZAMBRANO,1998-01-17,COL,"National Stadium, Tokyo (JPN)",M,2021-08-02,2021,South American Records,False,False,False,False,JPN,"National Stadium, Tokyo",Japan,Asia,Eastern Asia,36.0,138.0,Republic of Colombia,Americas,South America,4.0,-72.0
400 Metres Hurdles,51.46,,Sydney MCLAUGHLIN,1999-08-07,USA,"National Stadium, Tokyo (JPN)",M,2021-08-04,2021,Olympic Games Records,False,False,False,False,JPN,"National Stadium, Tokyo",Japan,Asia,Eastern Asia,36.0,138.0,United States of America,Americas,North America,38.0,-97.0
Javelin Throw,63.52,,Adriana VILAGOŠ,2004-01-02,SRB,"Pascual Guerrero Stadium, Cali (COL)",M,2022-08-02,2022,World U20 Championships Records,False,False,False,False,COL,"Pascual Guerrero Stadium, Cali",Republic of Colombia,Americas,South America,4.0,-72.0,Republic of Serbia,Europe,Southeast Europe,44.0,21.0
4x400 Metres Relay Mixed,3:17.69,,United States U20,,USA,"Pascual Guerrero Stadium, Cali (COL)",M,2022-08-02,2022,World U20 Championships Records,False,False,False,False,COL,"Pascual Guerrero Stadium, Cali",Republic of Colombia,Americas,South America,4.0,-72.0,United States of America,Americas,North America,38.0,-97.0
Triple Jump,15.74,,Yulimar ROJAS,1995-10-21,VEN,"Štark Arena, Beograd (SRB) (i)",W,2022-03-20,2022,World Indoor Championships Records,True,False,False,False,SRB,"Štark Arena, Beograd",Republic of Serbia,Europe,Southeast Europe,44.0,21.0,Bolivarian Republic of Venezuela,Americas,South America,8.0,-66.0
400 Metres Short Track,45.00,,Jereem RICHARDS,1994-01-13,TTO,"Štark Arena, Beograd (SRB) (i)",W,2022-03-19,2022,World Indoor Championships Records,True,False,False,False,SRB,"Štark Arena, Beograd",Republic of Serbia,Europe,Southeast Europe,44.0,21.0,,,,,
Marathon,2:18:11,,Gotytom GEBRESLASE,1995-01-15,ETH,"Autzen Complex, Eugene, OR (USA)",W,2022-07-18,2022,World Championships In Athletics Records,False,False,False,False,USA,"Autzen Complex, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Federal Democratic Republic of Ethiopia,Africa,Eastern Africa,8.0,38.0
1500 Metres Short Track,3:57.19,,Gudaf TSEGAY,1997-01-23,ETH,"Štark Arena, Beograd (SRB) (i)",W,2022-03-19,2022,World Indoor Championships Records,True,False,False,False,SRB,"Štark Arena, Beograd",Republic of Serbia,Europe,Southeast Europe,44.0,21.0,Federal Democratic Republic of Ethiopia,Africa,Eastern Africa,8.0,38.0
400 Metres Hurdles,46.29,,Alison DOS SANTOS,2000-06-03,BRA,"Hayward Field, Eugene, OR (USA)",W,2022-07-19,2022,World Championships In Athletics Records,False,False,False,False,USA,"Hayward Field, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Federative Republic of Brazil,Americas,South America,-10.0,-55.0
300 Metres Short Track,31.56,,Steven GARDINER,1995-09-12,BAH,"South Carolina Indoor T&F Complex, Columbia, SC (USA) (i)",W,2022-01-28,2022,World Best Performances,True,False,False,False,USA,"South Carolina Indoor T&F Complex, Columbia, SC",United States of America,Americas,North America,38.0,-97.0,Commonwealth of the Bahamas,Americas,Caribbean,25.0343,77.3963
10 Miles Road,44:04,,Benard KIBET,1999-11-25,KEN,Kosa (JPN),M,2022-12-04,2022,World Best Performances,False,False,False,False,JPN,Kosa,Japan,Asia,Eastern Asia,36.0,138.0,Republic of Kenya,Africa,Eastern Africa,1.0,38.0
Pole Vault,6.21,,Armand DUPLANTIS,1999-11-10,SWE,"Hayward Field, Eugene, OR (USA)",W,2022-07-24,2022,World Championships In Athletics Records,False,False,False,False,USA,"Hayward Field, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Kingdom of Sweden,Europe,Northern Europe,62.0,15.0
35 Kilometres Race Walk,3:42:04,,Esther Sandra STEENKAMP,,RSA,Cape Town (RSA),W,2022-01-15,2022,African Records,False,False,False,False,RSA,Cape Town,Republic of South Africa,Africa,Southern Africa,-29.0,24.0,Republic of South Africa,Africa,Southern Africa,-29.0,24.0
"10,000 Metres Race Walk",43:50.86,,Emily Wamusyi NGII,1986-08-13,KEN,"Alexander Stadium, Birmingham (GBR)",W,2022-08-06,2022,African Records,False,False,False,False,GBR,"Alexander Stadium, Birmingham",,,,,,Republic of Kenya,Africa,Eastern Africa,1.0,38.0
Marathon,2:18:11,,Gotytom GEBRESLASE,1995-01-15,ETH,"Autzen Complex, Eugene, OR (USA)",M,2022-07-18,2022,World Championships In Athletics Records,False,False,False,False,USA,"Autzen Complex, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Federal Democratic Republic of Ethiopia,Africa,Eastern Africa,8.0,38.0
3000 Metres Steeplechase,8:53.02,,Norah JERUTO,1995-10-02,KAZ,"Hayward Field, Eugene, OR (USA)",M,2022-07-20,2022,World Championships In Athletics Records,False,False,False,False,USA,"Hayward Field, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Republic of Kazakhstan,Asia,Central Asia,48.0196,66.9237
400 Metres Hurdles,50.68,,Sydney MCLAUGHLIN,1999-08-07,USA,"Hayward Field, Eugene, OR (USA)",M,2022-07-22,2022,World Championships In Athletics Records,False,False,False,False,USA,"Hayward Field, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
100 Metres Hurdles,12.12,+0.9,Tobi AMUSAN,1997-04-23,NGR,"Hayward Field, Eugene, OR (USA)",M,2022-07-24,2022,World Championships In Athletics Records,False,False,False,False,USA,"Hayward Field, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,,,,,
300 Metres Hurdles,36.86,,Femke BOL,2000-02-23,NED,"Mestský Stadion, Ostrava (CZE)",M,2022-05-31,2022,World Best Performances,False,False,False,False,CZE,"Mestský Stadion, Ostrava",Czech Republic,Europe,Central Europe,49.75,15.5,Kingdom of the Netherlands,Europe,Western Europe,52.5,5.75
400 Metres Hurdles,46.29,,Alison DOS SANTOS,2000-06-03,BRA,"Hayward Field, Eugene, OR (USA)",M,2022-07-19,2022,World Championships In Athletics Records,False,False,False,False,USA,"Hayward Field, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Federative Republic of Brazil,Americas,South America,-10.0,-55.0
300 Metres Short Track,31.56,,Steven GARDINER,1995-09-12,BAH,"South Carolina Indoor T&F Complex, Columbia, SC (USA) (i)",M,2022-01-28,2022,World Best Performances,True,False,False,False,USA,"South Carolina Indoor T&F Complex, Columbia, SC",United States of America,Americas,North America,38.0,-97.0,Commonwealth of the Bahamas,Americas,Caribbean,25.0343,77.3963
"15,000 Metres",41:51.64,,Sabastian Kimaru SAWE,1995-03-16,KEN,"Boudewijnstadion, Bruxelles (BEL)",M,2022-09-01,2022,World Best Performances,False,False,False,False,BEL,"Boudewijnstadion, Bruxelles",Kingdom of Belgium,Europe,Western Europe,50.83333333,4.0,Republic of Kenya,Africa,Eastern Africa,1.0,38.0
Pole Vault,6.21,,Armand DUPLANTIS,1999-11-10,SWE,"Hayward Field, Eugene, OR (USA)",M,2022-07-24,2022,World Championships In Athletics Records,False,False,False,False,USA,"Hayward Field, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Kingdom of Sweden,Europe,Northern Europe,62.0,15.0
4x100 Metres Relay,42.59,,Jamaica U20,,JAM,"Pascual Guerrero Stadium, Cali (COL)",M,2022-08-05,2022,World U20 Championships Records,False,False,False,False,COL,"Pascual Guerrero Stadium, Cali",Republic of Colombia,Americas,South America,4.0,-72.0,Jamaica,Americas,Caribbean,18.25,-77.5
100 Metres Hurdles,12.12,+0.9,Tobi AMUSAN,1997-04-23,NGR,"Hayward Field, Eugene, OR (USA)",W,2022-07-24,2022,African Records,False,False,False,False,USA,"Hayward Field, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,,,,,
35 Kilometres Race Walk,2:23:14,,Massimo STANO,1992-02-27,ITA,"Autzen Complex, Eugene, OR (USA)",M,2022-07-24,2022,World Championships In Athletics Records,False,False,False,False,USA,"Autzen Complex, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Italian Republic,Europe,Southern Europe,42.83333333,12.83333333
Triple Jump,17.27,0.0,Jaydon HIBBERT,2005-01-17,JAM,"Pascual Guerrero Stadium, Cali (COL)",M,2022-08-05,2022,World U20 Championships Records,False,False,False,False,COL,"Pascual Guerrero Stadium, Cali",Republic of Colombia,Americas,South America,4.0,-72.0,Jamaica,Americas,Caribbean,18.25,-77.5
5000 Metres Short Track,12:57.08,,Marc SCOTT,1993-12-21,GBR,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",M,2022-02-12,2022,European Records,True,False,False,False,USA,"Boston Univ. Track & Tennis Center, Boston, MA",United States of America,Americas,North America,38.0,-97.0,,,,,
200 Metres,19.96,-1.0,Letsile TEBOGO,2003-06-07,BOT,"Pascual Guerrero Stadium, Cali (COL)",M,2022-08-04,2022,World U20 Championships Records,False,False,False,False,COL,"Pascual Guerrero Stadium, Cali",Republic of Colombia,Americas,South America,4.0,-72.0,Republic of Botswana,Africa,Southern Africa,-22.0,24.0
35 Kilometres Race Walk,2:23:14,,Massimo STANO,1992-02-27,ITA,"Autzen Complex, Eugene, OR (USA)",W,2022-07-24,2022,World Championships In Athletics Records,False,False,False,False,USA,"Autzen Complex, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Italian Republic,Europe,Southern Europe,42.83333333,12.83333333
200 Metres,19.96,-1.0,Blessing Akwasi AFRIFAH,2003-10-26,ISR,"Pascual Guerrero Stadium, Cali (COL)",M,2022-08-04,2022,World U20 Championships Records,False,False,False,False,COL,"Pascual Guerrero Stadium, Cali",Republic of Colombia,Americas,South America,4.0,-72.0,State of Israel,Asia,Western Asia,31.47,35.13
10 Miles Road,44:04,,Benard KIBET,1999-11-25,KEN,Kosa (JPN),W,2022-12-04,2022,World Best Performances,False,False,False,False,JPN,Kosa,Japan,Asia,Eastern Asia,36.0,138.0,Republic of Kenya,Africa,Eastern Africa,1.0,38.0
100 Metres,10.72,+0.4,Marie-Josée TA LOU,1988-11-18,CIV,"Stade Louis II, Monaco (MON)",W,2022-08-10,2022,African Records,False,False,False,False,MON,"Stade Louis II, Monaco",,,,,,Republic of Cote d'Ivoire,Africa,Western Africa,8.0,-5.0
Marathon,2:05:36,,Tamirat TOLA,1991-08-11,ETH,"Autzen Complex, Eugene, OR (USA)",W,2022-07-17,2022,World Championships In Athletics Records,False,False,False,False,USA,"Autzen Complex, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Federal Democratic Republic of Ethiopia,Africa,Eastern Africa,8.0,38.0
"15,000 Metres",41:51.64,,Sabastian Kimaru SAWE,1995-03-16,KEN,"Boudewijnstadion, Bruxelles (BEL)",W,2022-09-01,2022,World Best Performances,False,False,False,False,BEL,"Boudewijnstadion, Bruxelles",Kingdom of Belgium,Europe,Western Europe,50.83333333,4.0,Republic of Kenya,Africa,Eastern Africa,1.0,38.0
100 Metres,9.91,+0.8,Letsile TEBOGO,2003-06-07,BOT,"Pascual Guerrero Stadium, Cali (COL)",M,2022-08-02,2022,World U20 Championships Records,False,False,False,False,COL,"Pascual Guerrero Stadium, Cali",Republic of Colombia,Americas,South America,4.0,-72.0,Republic of Botswana,Africa,Southern Africa,-22.0,24.0
Marathon,2:05:36,,Tamirat TOLA,1991-08-11,ETH,"Autzen Complex, Eugene, OR (USA)",M,2022-07-17,2022,World Championships In Athletics Records,False,False,False,False,USA,"Autzen Complex, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Federal Democratic Republic of Ethiopia,Africa,Eastern Africa,8.0,38.0
